question,targets,base_model
Which American television series that ran from 1984 until 1987 did Gina Gallego contribute to?,0,1
Mary Young Pickersgill was the creator of the flag that flew during the battle in which the US and British forces met at what location?,0,1
Darin Adler was a developer of the game engine that ran which point-and-click adventure?,0,1
Who was born first Virginia Ruano Pascual or Jelena Janković?,1,1
"Which diseases, commonly spread by oral, anal, and vaginal intercourse, are not discussed in Ugandan abstinence-only sex education?",0,1
Are Takahiro Moriuchi and Doug Pinnick from the same country?,1,1
 Sarah Harris Fayerweather attended the boarding school run by which Rhode Island schoolteacher?,1,1
Which American restaurant chain and international franchise founded in 1958 that Baiada Poultry is a provider of?,1,1
Which star of The Bad Batch is born in 1992?,0,1
"Was Brave New Films founded by Robert Greenwald or Alexander Kluge, a German author and film director?",1,1
"Now That's What I Call Music! 56, is the 56th edition of the ""Now!"" series in the United States, it features which song by Taylor Swift featuring Kendrick Lamar, from her fifth studio album ""1989"" (2014)?",1,1
When was the order to which Bertrand de Blanchefort was the sixth Grand Master founded? ,0,1
Where does the the Trinity College Quirks sung with a collegiate a cappella singing group established at Yale University?,1,1
"Which director, James Frawley or Craig Schlattman, best known for his Independent features, ""At Ground Zero"" starring Thomas Jane?",1,1
"Which film had more producers, Khoobsurat or The Shaggy D.A.?",1,1
"Which actress does Hot in Cleveland star who was nominated for Emmy Awards and Golden Globe Awards for her role Daphne Moon on the television sitcom ""Frasier?""",0,1
Nick Garcia played soccer for which Major League Soccer team as a member of the Eastern Conference?,0,1
"In which place did the poker player from a village in Nassau County, New York finish at the 2009 World Series of Poker Main Event?",1,1
"Mount Cardigan is a prominent bare-rock summit in the towns of Orange and Alexandria, a town in Grafton County, New Hampshire, in which country?",1,1
"Nikolai Chebotaryov and Dmitri Egorov, have which occupation?",1,1
What is the seating capacity of the stadium in which The 1988 Soviet Cup Final football match that took place?,0,1
Which genus has more species Ramonda or Gaylussacia?,1,1
What movie did James Newton Howard work on that starred both Leonardo DiCaprio and Jennifer Connelly?,1,1
"Which Mexican Mafia gang originated in Los Angeles, California, US in the 1980s?",0,1
Are both Madagascar and Daphniphyllum flowering plant species?,0,1
"What NFL team did the ""Nigerian Nightmare"" and California Sports Hall of Fame founder play for?",0,1
The person who finished third in the 1984 World's Strongest Man was born on what date?,0,1
"What award was given to John Green's first novel, published in March 2005 by Dutton Juvenile,that in 2014 a film adaptation opened at number one at the box office?",1,1
"Paperon Intelligence Agency (acronym: P.I.A.) is an ongoing storyline in the Italian Donald Duck pocket books, in the storyline, Scrooge McDuck (""Paperon de' Paperoni"") is the chief of an intelligence agency named after him, the fictional character created in 1947 by who?",1,1
A Miser Brothers' Christmas was based on some of the characters from a stop motion spcieal based on a book by who?,0,1
"The Australian actor and singer ""Uli Latukefu"" appeared on which Australian mockumentary television series starring comedian Chris Lilley?",0,1
Blue Panorama destinations are served by Blu-Express and another airline based in what city? ,1,1
Black Madam reportedly performed buttocks injections on which American model and actress? ,1,1
The person who came to Črnuče as manager in 1994 was born on what date?,0,1
"The Bear is the second of the two operas by William Walton, the libretto was based on which play of the same title, by Anton Chekhov?",1,1
"Holiday Special, is the third episode in the twenty-first season of which American animated television series, premiered on Comedy Central ?",1,1
"The Presbytère is an architecturally important building in the French Quarter of New Orleans, Louisiana which stands facing what  National Historic Landmark?",0,1
Are Josh Franceschi and Park Subin both singers?,1,1
Louis Litif was murdered after running afoul of a mob boss who led what organization?,1,1
"Rua Santos Minho is a small street in Póvoa de Varzim city center, in which country, that's officially the Portuguese Republic?",0,1
Are both G. K. Chesterton and Jorge Amado from the same country?,1,1
"Who co-wrote a song with an American singer, produces and politician with a wife named Cher?",1,1
"What striker and Paraguayan footballer, achieved 38 goals in a single year, during the 2009 Torneo Apertura?",1,1
"Which director was born first, Barbet Schroeder or Charles Band?",1,1
"Where did the Navy Reserve Unit that is headquartered at Port Hueneme, CA get its nickname?",0,1
"In what year was the cultural theorist who described Raphael Samuel as ""one of the most outstanding, original intellectuals of his generation"" born?",1,1
What kind of teaching does How I Got Over and Mahalia Jackson have in common?,1,1
"Jean-Jacques Favier and Klaus-Dietrich Flade, both flew in space as which occupation ?",1,1
"What German rally and auto racing driver, born on March 7, 1947 was beaten at the World Rally Championship while attempting to defend his title as World Champion?",1,1
"Grinderman and DIIV, are bands of which mutual genre?",1,1
Who has released more studio albums Sum 41 or Nude?,1,1
"Which film company produced the movie ""Pixels,"" starring Matthew Lintz?",0,1
What androgynous model is also a song writer and record producer who's work makes up the 1998 anthology Private Life: The Compass Point Sessions?,1,1
"As well as the Bangles hit Eternal Flame, Frank Filipetti was producer of ""Lick It Up,"" the eleventh album by which rock band?",1,1
Was Brachyscome or Pontederia named in honor of an Italian botanist?,1,1
"What band formed in Houston, Texas had early experimentation in synthesizer backing on certain tracks?",1,1
This 2014 American 3D computer-animated comedy-adventure film is a sequel to a film that was co-written and executive produced by who?,1,1
What kind of cheese can people who have the decreased ability to digest lactose eat?,1,1
When was the club other than Norwich City and Chester who Gerard Patrick Mannion played for founded?,1,1
What mexican Grand Prix driver finished ahead of Reine Wisell in Wisell's first grand prix?,1,1
"Mark Frith has been a writer and editor for magazines such as ""Smash Hits"", ""Time Out"" and which other magazine?",1,1
"What is the nationality of the female reporter in ""I Never Knew That About Britain""?",1,1
Did both Roger Christian and Joe D'Amato make films?,1,1
What long-disctance trail that is part of the Neusiok Trail?,0,1
"Who was born earlier, Ramón del Valle-Inclán or Robert Caro",0,1
Which novel was based on a man who was interviewed for Criminal Mindscape?,1,1
"Which documentary is older, This Is Elvis or Capturing the Friedmans?",1,1
"Slime Season 2 is a mixtape by American rapper Young Thug, Jeffery Lamar Williams (born August 16, 1991), best known professionally as Young Thug, is an American hip hop artist from Georgia, in which city?",1,1
What film that Hoi Sang Lee was in was directed by Gordon Liu?,0,1
Untamed was the debut album by the singer-songwriter who began her career writing songs for which artist?,0,1
"The Senator and founder of lobbying firm, Park Strategies, has a federal courthouse named after him located where? ",0,1
"Who was this American microbiologist who specialized in vaccinology that contributed to the development of the immunization vaccine against measles, mumps, and rubella (MMR vaccine)?",0,1
